name,location,year,kilometers_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,new_price,price
Honda City i DTEC VX,Kolkata,2014,55000,Diesel,0,First,25.1 kmpl,1498 CC,98.6 bhp,5.0,,5.99
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Mumbai,2010,73000,Petrol,1,First,10.93 kmpl,3498 CC,272 bhp,5.0,,10.4
Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,Pune,2012,50001,Diesel,1,First,14.57 kmpl,2967 CC,241.38 bhp,5.0,,29.0
Mahindra Xylo H4,Coimbatore,2016,93166,Diesel,0,Second,14.02 kmpl,2179 CC,118.3 bhp,7.0,11.67 Lakh,5.85
Honda City 1.5 EXI AT,Kochi,2006,99583,Petrol,1,Third,12.0 kmpl,1493 CC,100 bhp,5.0,,2.21
Maruti SX4 ZXI MT BSIV,Mumbai,2010,72000,Petrol,0,First,15.5 kmpl,1586 CC,103.3 bhp,5.0,,2.4
Toyota Corolla Altis G,Pune,2009,70000,Petrol,0,Third,14.53 kmpl,1798 CC,138.1 bhp,5.0,,3.0
Volkswagen Vento Petrol Highline AT,Pune,2012,61000,Petrol,1,Second,14.4 kmpl,1598 CC,103.6 bhp,5.0,,3.75
Hyundai EON Era Plus,Pune,2015,66510,Petrol,0,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.95
Skoda Laura Ambition 2.0 TDI CR MT,Hyderabad,2011,84062,Diesel,0,First,20.0 kmpl,1968 CC,108.5 bhp,5.0,,5.8
Maruti Swift VDI,Hyderabad,2012,80799,Diesel,0,First,22.9 kmpl,1248 CC,74 bhp,5.0,,4.9
Toyota Corolla Altis 1.8 VL CVT,Kolkata,2018,5000,Petrol,1,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,22.37 Lakh,16.95
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,92000,Diesel,0,First,12.99 kmpl,2494 CC,100 bhp,8.0,,12.5
Tata Tiago Wizz 1.05 Revotorq,Hyderabad,2017,53000,Diesel,0,First,27.28 kmpl,1047 CC,69 bhp,5.0,,5.0
Skoda Rapid 1.6 MPI Ambition,Mumbai,2015,39822,Petrol,0,First,15.41 kmpl,1598 CC,103.52 bhp,5.0,12.02 Lakh,4.68
Ford Endeavour 3.2 Titanium AT 4X4,Mumbai,2016,29000,Diesel,1,First,10.91 kmpl,3198 CC,197 bhp,7.0,,29.8
Renault KWID RXL,Kochi,2017,24214,Petrol,0,Second,25.17 kmpl,799 CC,53.3 bhp,5.0,3.95 Lakh,3.46
Hyundai i20 1.4 Asta CRDi with AVN,Pune,2012,75000,Diesel,0,First,23.0 kmpl,1396 CC,90 bhp,5.0,,4.0
Skoda Laura Ambiente,Chennai,2012,77216,Diesel,0,Second,17.5 kmpl,1896 CC,106 bhp,5.0,,4.5
Toyota Corolla Altis Diesel D4DG,Kochi,2013,74290,Diesel,0,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,,5.87
Mahindra Scorpio S8 8 Seater,Delhi,2015,61000,Diesel,0,First,15.4 kmpl,2179 CC,120 bhp,8.0,,9.5
Audi Q5 2.0 TDI Premium Plus,Chennai,2013,44000,Diesel,1,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,,32.5
Chevrolet Enjoy TCDi LS 8 Seater,Coimbatore,2014,74041,Diesel,0,First,18.2 kmpl,1248 CC,73.8 bhp,8.0,,3.88
BMW 3 Series 320d,Coimbatore,2013,85846,Diesel,1,First,22.69 kmpl,1995 CC,190 bhp,5.0,48.79 Lakh,13.08
Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,52000,Diesel,0,First,21.64 kmpl,1461 CC,84.8 bhp,5.0,,3.5
Honda Accord 2.4 MT,Mumbai,2010,47000,Petrol,0,Second,12.8 kmpl,2354 CC,177.6 bhp,5.0,,3.5
Hyundai Verna CRDi,Bangalore,2010,72010,Diesel,0,First,16.8 kmpl,1493 CC,110 bhp,5.0,,4.45
Maruti Omni E MPI STD BS IV,Jaipur,2015,15000,Petrol,0,First,16.8 kmpl,796 CC,34.2 bhp,8.0,,2.35
Honda City i VTEC SV,Kolkata,2015,480000,Petrol,0,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,5.0
Audi A7 2011-2015 Sportback,Kolkata,2012,24720,Diesel,1,Second,0.0 kmpl,2967 CC,241.4 bhp,5.0,,28.0
Ford Fiesta 1.4 ZXi Leather,Chennai,2007,75000,Petrol,0,Second,16.6 kmpl,1388 CC,68 bhp,5.0,,2.0
Hyundai i20 1.4 Asta,Mumbai,2015,57000,Diesel,0,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,6.35
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,41057,Diesel,1,First,13.0 kmpl,2143 CC,201.1 bhp,5.0,,24.63
Maruti Wagon R LXI CNG,Pune,2012,92000,CNG,0,Second,26.2 km/kg,998 CC,58.2 bhp,5.0,,3.0
Ford EcoSport 1.5 TDCi Trend Plus,Chennai,2016,20000,Diesel,0,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,,7.9
Hyundai i20 1.2 Magna,Mumbai,2011,52359,Petrol,0,First,18.5 kmpl,1197 CC,80 bhp,5.0,,3.25
Honda City i VTEC V,Delhi,2016,17000,Petrol,0,Second,17.8 kmpl,1497 CC,117.3 bhp,5.0,,8.25
Nissan Micra Diesel XV,Kolkata,2011,39002,Diesel,0,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,2.85
Ford Figo Diesel EXI,Pune,2010,129986,Diesel,0,Second,20.0 kmpl,1399 CC,68 bhp,5.0,,3.2
Nissan Micra XL,Kolkata,2013,45000,Petrol,0,First,18.44 kmpl,1198 CC,75 bhp,5.0,,1.75
Maruti Swift VDI BSIV,Kolkata,2013,41300,Diesel,0,First,17.8 kmpl,1248 CC,null bhp,5.0,,3.38
Honda Accord 2.4 MT,Ahmedabad,2009,82002,Petrol,0,Second,12.8 kmpl,2354 CC,177.6 bhp,5.0,,5.75
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2010,67000,Petrol,1,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,4.7
Maruti Omni 8 Seater BSIV,Hyderabad,2017,21260,Petrol,0,First,14.0 kmpl,796 CC,35 bhp,5.0,,2.9
Hyundai i20 Magna Optional 1.4 CRDi,Ahmedabad,2012,55362,Diesel,0,First,21.9 kmpl,1396 CC,88.8 bhp,5.0,,4.25
Hyundai Creta 1.6 CRDi AT SX Plus,Chennai,2017,13000,Diesel,1,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,,14.5
Maruti Swift VDI BSIV,Kochi,2016,45725,Diesel,0,First,25.2 kmpl,1248 CC,74 bhp,5.0,,5.34
Maruti Swift LDI BSIV,Jaipur,2014,105000,Diesel,0,First,25.2 kmpl,1248 CC,74 bhp,5.0,,3.85
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2009,156056,Diesel,0,First,12.8 kmpl,2494 CC,102 bhp,8.0,,8.5
Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,135000,Diesel,0,First,24.4 kmpl,1120 CC,71 bhp,5.0,,4.2
Maruti Ertiga Paseo VDI,Delhi,2016,67000,Diesel,0,First,20.77 kmpl,1248 CC,88.7 bhp,7.0,,6.75
Ford Endeavour 3.2 Trend AT 4X4,Jaipur,2016,90000,Diesel,1,First,10.91 kmpl,3198 CC,197.2 bhp,7.0,,26.0
Hyundai i20 1.4 Sportz,Coimbatore,2019,32251,Diesel,0,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,8.61
Maruti Zen Estilo LXI BS IV,Mumbai,2009,47000,Petrol,0,First,19.0 kmpl,998 CC,67.1 bhp,5.0,,1.46
Maruti Ritz VDi,Mumbai,2011,75308,Diesel,0,Second,21.1 kmpl,1248 CC,73.9 bhp,5.0,,2.8
Maruti Alto K10 LXI CNG Optional,Kochi,2018,44202,CNG,0,First,32.26 km/kg,998 CC,58.2 bhp,4.0,4.66 Lakh,4.0
Honda City 1.5 S MT,Mumbai,2014,58000,Petrol,0,First,17.0 kmpl,1497 CC,118 bhp,5.0,,5.47
Maruti Swift Dzire ZXi,Mumbai,2009,60000,Petrol,0,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,,2.45
BMW X1 sDrive 20d Sportline,Hyderabad,2014,45000,Diesel,1,First,17.05 kmpl,1995 CC,184 bhp,5.0,,21.5
Tata Manza Aqua Safire,Mumbai,2010,41195,Petrol,0,First,15.0 kmpl,1368 CC,90 bhp,5.0,,1.38
Mahindra XUV500 W10 2WD,Chennai,2016,89000,Diesel,0,First,16.0 kmpl,2179 CC,140 bhp,7.0,,13.5
Hyundai i10 Sportz AT,Bangalore,2009,60510,Petrol,1,Second,16.95 kmpl,1197 CC,78.9 bhp,5.0,,3.1
Maruti Baleno Sigma 1.2,Mumbai,2016,8500,Petrol,0,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,5.49
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,35981,Diesel,0,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.29 Lakh,9.51
Ford Figo Petrol ZXI,Mumbai,2012,23152,Petrol,0,First,15.6 kmpl,1196 CC,70.02 bhp,5.0,,2.39
Maruti Wagon R CNG LXI,Delhi,2014,74663,CNG,0,First,33.54 km/kg,998 CC,67.04 bhp,5.0,5.35 Lakh,3.25
Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,61529,Petrol,1,First,18.19 kmpl,1197 CC,103.5 bhp,5.0,,5.65
Mahindra Xylo D2 BS III,Ahmedabad,2010,91596,Diesel,0,First,14.95 kmpl,2489 CC,93.7 bhp,7.0,,1.85
Porsche Cayenne Base,Kochi,2019,14298,Petrol,1,First,13.33 kmpl,2995 CC,340 bhp,5.0,1.36 Cr,2.02
Maruti Swift Dzire VDi,Hyderabad,2013,83327,Diesel,0,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,5.8
Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,22857,Petrol,0,First,16.2 kmpl,1199 CC,74 bhp,5.0,,6.9
Hyundai Verna 1.6 VTVT,Chennai,2013,34620,Petrol,0,Second,17.01 kmpl,1591 CC,121.3 bhp,5.0,,5.35
Hyundai i10 Era 1.1,Bangalore,2010,56000,Petrol,0,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,2.85
Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,2014,81000,Diesel,1,First,13.0 kmpl,2143 CC,204 bhp,5.0,,22.75
Maruti Zen LXI,Jaipur,1998,95150,Petrol,0,Third,17.3 kmpl,993 CC,60 bhp,5.0,,0.45
Hyundai i10 Sportz,Coimbatore,2013,32776,Petrol,0,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,4.64
Honda Amaze S i-Dtech,Coimbatore,2016,51587,Diesel,0,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,5.27
Tata Safari Storme VX,Jaipur,2016,36000,Diesel,0,First,14.1 kmpl,2179 CC,148 bhp,7.0,,10.0
Honda Brio 1.2 S MT,Mumbai,2015,22000,Petrol,0,First,18.5 kmpl,1198 CC,86.8 bhp,5.0,6.23 Lakh,3.95
Hyundai i20 Asta,Kochi,2010,30754,Petrol,0,First,17.0 kmpl,1197 CC,80 bhp,5.0,,3.38
Volkswagen Jetta 2012-2014 1.4 TSI,Coimbatore,2018,37109,Petrol,0,First,14.69 kmpl,1390 CC,120.33 bhp,5.0,,16.8
Honda Jazz Select Edition,Kolkata,2010,45000,Petrol,0,First,16.7 kmpl,1198 CC,88.8 bhp,5.0,,1.99
Hyundai Grand i10 Sportz,Coimbatore,2017,33284,Petrol,0,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.84
Jaguar XF Diesel,Coimbatore,2016,55115,Diesel,1,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,,36.15
Jaguar XF 2.2 Litre Luxury,Kolkata,2014,18000,Diesel,1,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,25.7
Mahindra XUV500 W8 2WD,Coimbatore,2013,130790,Diesel,0,First,16.0 kmpl,2179 CC,140 bhp,7.0,,9.24
Maruti S Cross DDiS 320 Alpha,Delhi,2015,16607,Diesel,0,First,22.7 kmpl,1598 CC,118 bhp,5.0,,7.65
Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,32205,Diesel,1,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,25.31
Renault Duster 110PS Diesel RxZ,Delhi,2013,67000,Diesel,0,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,,4.75
Maruti Swift Dzire VXI,Coimbatore,2014,57676,Petrol,0,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,,6.69
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2012,41000,Petrol,0,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3.1
Maruti Omni 8 Seater BSII,Jaipur,2012,65000,Petrol,0,First,19.7 kmpl,796 CC,35 bhp,8.0,,1.55
Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,Petrol,1,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.98 Lakh,6.84
Tata Nano Twist XT,Hyderabad,2014,16810,Petrol,0,First,25.4 kmpl,624 CC,37.5 bhp,4.0,,1.6
Audi A4 30 TFSI Premium Plus,Kochi,2017,61221,Petrol,1,First,17.84 kmpl,1395 CC,147.51 bhp,5.0,47.16 Lakh,21.73
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,22000,Petrol,0,First,16.47 kmpl,1198 CC,74 bhp,5.0,,4.75
Maruti Alto 800 LXI,Chennai,2015,63714,Petrol,0,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.45
Mini Cooper 5 DOOR D,Kochi,2019,14857,Diesel,1,First,20.7 kmpl,1496 CC,113.98 bhp,5.0,41.98 Lakh,31.55
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,69000,Diesel,1,Second,15.2 kmpl,1968 CC,140.8 bhp,5.0,,10.25
Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,Diesel,0,First,12.62 kmpl,2198 CC,158 bhp,7.0,35.29 Lakh,27.36
Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,2013,100000,Petrol,0,Second,15.8 kmpl,1499 CC,110 bhp,5.0,,6.5
Hyundai Grand i10 Magna,Jaipur,2016,22000,Petrol,0,First,18.9 kmpl,1197 CC,82 bhp,5.0,,4.25
Chevrolet Sail 1.2 LS,Mumbai,2014,10000,Petrol,0,First,18.2 kmpl,1199 CC,82.4 bhp,5.0,,5.5
Maruti Swift Dzire LXI,Kolkata,2015,107000,Petrol,0,First,20.85 kmpl,1197 CC,83.14 bhp,5.0,,4.0
Tata Zest Revotron 1.2T XM,Kochi,2017,48198,Petrol,0,First,17.57 kmpl,1193 CC,88.7 bhp,5.0,7.63 Lakh,4.65
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2015,15000,Diesel,1,First,19.27 kmpl,2143 CC,170 bhp,5.0,,28.5
Chevrolet Cruze LTZ,Coimbatore,2014,80073,Diesel,0,First,17.3 kmpl,1998 CC,163.7 bhp,5.0,,7.11
Maruti Ritz VDi,Hyderabad,2013,85388,Diesel,0,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,,3.9
Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,2017,14700,Petrol,0,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,,5.6
Maruti Dzire LDI,Pune,2012,150000,Diesel,0,Third,28.4 kmpl,1248 CC,73.75 bhp,5.0,7.91 Lakh,2.25
Hyundai Verna 1.6 SX,Kolkata,2011,34994,Diesel,0,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,3.9
Jaguar XF Diesel,Coimbatore,2014,82536,Diesel,1,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,,28.63
Skoda Superb Elegance 1.8 TSI AT,Delhi,2013,82000,Petrol,1,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,7.25
Maruti Wagon R LXI,Pune,2006,52000,Petrol,0,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.0
Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,20000,Petrol,0,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3.5
Honda Civic 2010-2013 1.8 S MT,Hyderabad,2011,55000,Petrol,0,First,14.8 kmpl,1799 CC,130.2 bhp,5.0,,5.0
Maruti Eeco CNG 5 Seater AC,Ahmedabad,2015,47001,CNG,0,First,20.0 km/kg,1196 CC,63 bhp,5.0,5.36 Lakh,3.72
Maruti Wagon R VXI,Chennai,2014,52000,Petrol,0,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.51 Lakh,3.45
Maruti Swift Dzire VDI,Kolkata,2013,43284,Diesel,0,First,23.4 kmpl,1248 CC,74 bhp,5.0,,4.5
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,23875,Petrol,1,First,13.0 kmpl,1591 CC,121.3 bhp,5.0,,14.36
Hyundai Grand i10 Asta,Bangalore,2016,51866,Petrol,0,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.5
Nissan Micra Diesel XV Premium,Mumbai,2013,69000,Diesel,0,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,3.0
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,Petrol,0,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,8.1 Lakh,6.08
Volkswagen Vento Diesel Highline,Chennai,2013,150000,Diesel,0,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,5.0
Toyota Fortuner 4x2 AT,Kochi,2015,47566,Diesel,1,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,20.25
Hyundai Santro GS zipDrive - Euro II,Chennai,2002,67000,Petrol,0,Third,0.0 kmpl,999 CC,null bhp,5.0,,1.2
Toyota Innova Crysta 2.8 GX AT,Pune,2018,20300,Diesel,1,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,20.97 Lakh,18.0
Mercedes-Benz A Class A180 CDI,Pune,2015,48300,Diesel,1,First,20.0 kmpl,2143 CC,107.3 bhp,5.0,,17.5
Hyundai EON D Lite,Pune,2013,30000,Petrol,0,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.1
Hyundai Elantra CRDi SX,Bangalore,2012,36000,Diesel,0,Second,22.7 kmpl,1582 CC,126.24 bhp,5.0,,7.5
Mini Cooper 3 DOOR D,Kochi,2015,27641,Diesel,1,Second,20.7 kmpl,1496 CC,113.98 bhp,4.0,34.89 Lakh,24.77
Renault Duster 110PS Diesel RXZ Option,Bangalore,2015,60000,Diesel,0,First,19.64 kmpl,1461 CC,108.45 bhp,5.0,,8.65
Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2019,9000,Diesel,1,First,10.91 kmpl,3198 CC,197 bhp,7.0,,35.5
Toyota Corolla Altis GL MT,Delhi,2014,60750,Petrol,0,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,,10.5
Mahindra XUV500 W7,Delhi,2018,9000,Diesel,0,First,14.0 kmpl,2179 CC,155 bhp,7.0,16.4 Lakh,13.0
BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,Diesel,1,First,16.77 kmpl,2993 CC,261.49 bhp,5.0,1.66 Cr,26.5
Maruti Wagon R LX BSIII,Ahmedabad,2004,60000,Petrol,0,Second,17.3 kmpl,1061 CC,64 bhp,5.0,,1.4
Honda City i VTEC SV,Kochi,2017,38424,Petrol,0,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,7.51
Maruti Swift VDI,Delhi,2014,50000,Diesel,0,First,22.9 kmpl,1248 CC,74 bhp,5.0,,4.3
Honda City i-VTEC CVT VX,Mumbai,2015,19000,Petrol,1,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,15.29 Lakh,8.95
Maruti Ertiga VDI,Kochi,2015,58734,Diesel,0,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,6.91
Renault Duster 110PS Diesel RxZ,Coimbatore,2016,65257,Diesel,0,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,,9.75
Maruti Swift Dzire VDi,Jaipur,2010,130000,Diesel,0,Second,19.3 kmpl,1248 CC,73.9 bhp,5.0,,4.0
Maruti Ritz VDi,Hyderabad,2011,79000,Diesel,0,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,3.65
Mahindra XUV500 W8 4WD,Chennai,2013,78000,Diesel,0,First,15.1 kmpl,2179 CC,140 bhp,7.0,,10.75
Honda Brio S MT,Kochi,2015,49133,Petrol,0,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,4.51
Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,22769,Diesel,1,First,0.0 kmpl,2987 CC,165 bhp,5.0,,49.22
Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,54448,Diesel,0,First,21.02 kmpl,1248 CC,88.8 bhp,5.0,,3.7
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2014,158793,Diesel,0,First,12.8 kmpl,2494 CC,102 bhp,7.0,,12.99
Maruti Swift VXI,Delhi,2015,62088,Petrol,0,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,,4.15
Hyundai Verna 1.6 EX VTVT,Kolkata,2012,14800,Petrol,0,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,4.4
Honda Mobilio S i VTEC,Kolkata,2015,26000,Petrol,0,First,17.3 kmpl,1497 CC,117.3 bhp,7.0,,4.25
Honda Amaze S i-Vtech,Mumbai,2017,32005,Petrol,0,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.25
Honda City i-VTEC CVT VX,Jaipur,2017,35000,Petrol,1,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,14.67 Lakh,7.7
Land Rover Range Rover 2.2L Dynamic,Pune,2015,52000,Diesel,1,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,39.75
Honda City i-VTEC V,Mumbai,2017,11000,Petrol,0,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,12.57 Lakh,8.5
Mercedes-Benz E-Class 280 Elegance,Jaipur,2008,62000,Petrol,1,First,9.5 kmpl,2997 CC,231.1 bhp,5.0,,7.0
Ford Ikon 1.3 Flair,Chennai,2002,65134,Petrol,0,Third,13.8 kmpl,1299 CC,70 bhp,5.0,,0.8
Toyota Fortuner 4x2 Manual,Delhi,2013,71000,Diesel,0,First,13.0 kmpl,2982 CC,168.5 bhp,7.0,,15.25
Maruti A-Star Vxi,Hyderabad,2008,51366,Petrol,0,First,19.0 kmpl,998 CC,66.1 bhp,5.0,,2.25
Tata Sumo EX,Kolkata,2016,46300,Diesel,0,First,14.07 kmpl,1948 CC,83.1 bhp,7.0,,4.85
Honda City V AT,Coimbatore,2012,60908,Petrol,1,Second,15.6 kmpl,1497 CC,116.3 bhp,5.0,,6.42
Nissan Micra XV D,Chennai,2012,93450,Diesel,0,Second,23.19 kmpl,1461 CC,63.12 bhp,5.0,9.48 Lakh,2.5
Hyundai Verna SX CRDi AT,Hyderabad,2011,104000,Diesel,1,First,19.08 kmpl,1582 CC,126.32 bhp,5.0,,5.75
Maruti 800 Std,Pune,2003,52000,Petrol,0,First,16.1 kmpl,796 CC,37 bhp,4.0,,0.5
Mahindra XUV500 W8 4WD,Coimbatore,2015,42999,Diesel,0,First,15.1 kmpl,2179 CC,140 bhp,7.0,,11.52
Maruti SX4 VDI,Delhi,2014,90000,Diesel,0,First,21.5 kmpl,1248 CC,88.8 bhp,5.0,,4.5
Hyundai i20 Sportz AT 1.4,Bangalore,2013,72000,Petrol,1,First,15.0 kmpl,1396 CC,98.6 bhp,5.0,,4.75
Hyundai Creta 1.6 CRDi SX,Coimbatore,2019,54321,Diesel,0,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,13.54
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,59630,Diesel,1,First,13.0 kmpl,2143 CC,201.1 bhp,5.0,,23.41
Toyota Fortuner 4x2 AT,Hyderabad,2013,116000,Diesel,1,Second,12.55 kmpl,2982 CC,168.5 bhp,7.0,,19.25
Volvo S60 D4 KINETIC,Ahmedabad,2015,34000,Diesel,1,First,9.0 kmpl,1984 CC,181 bhp,5.0,,20.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Delhi,2011,70000,Diesel,1,First,14.21 kmpl,2143 CC,203 bhp,5.0,,13.0
Honda Accord 2.4 Elegance M/T,Chennai,2010,80000,Petrol,0,First,10.2 kmpl,2354 CC,180 bhp,5.0,,3.99
Honda Amaze S i-Dtech,Pune,2015,110000,Diesel,0,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.65
Maruti Dzire ZDI,Ahmedabad,2013,56454,Diesel,0,First,28.4 kmpl,1248 CC,73.75 bhp,5.0,8.95 Lakh,4.65
Maruti Swift LXI,Kolkata,2013,60000,Petrol,0,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,,3.15
Toyota Corolla Altis G HV AT,Delhi,2013,56000,Petrol,1,First,14.53 kmpl,1798 CC,138.1 bhp,5.0,,8.25
Land Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,2012,63000,Diesel,1,Second,11.49 kmpl,4367 CC,335.3 bhp,5.0,,65.0
Maruti Swift VDI,Chennai,2012,63000,Diesel,0,First,22.9 kmpl,1248 CC,74 bhp,5.0,,4.5
Jeep Compass 2.0 Limited Option 4X4,Kolkata,2017,15050,Diesel,0,First,16.3 kmpl,1956 CC,170 bhp,5.0,23.19 Lakh,17.5
Maruti Swift VXI BSIV,Mumbai,2016,29401,Petrol,0,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,4.31
Honda Jazz 1.2 SV i VTEC,Kochi,2016,25238,Petrol,0,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,6.2
Toyota Etios GD,Chennai,2011,79000,Diesel,0,First,23.59 kmpl,1364 CC,null bhp,5.0,,4.67
Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,58752,Petrol,0,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3.32
Honda Civic 2006-2010 1.8 V AT,Delhi,2011,62000,Petrol,1,First,12.9 kmpl,1799 CC,130 bhp,5.0,,3.75
Toyota Etios G SP,Bangalore,2013,132000,Petrol,0,First,16.78 kmpl,1496 CC,88.73 bhp,5.0,,4.7
Hyundai Verna 1.6 SX VTVT,Chennai,2016,51000,Petrol,0,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,6.5
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2009,185200,Diesel,0,First,12.8 kmpl,2494 CC,102 bhp,8.0,,7.25
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,61717,Diesel,0,First,22.7 kmpl,1598 CC,118 bhp,5.0,,8.94
Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,Petrol,0,First,19.0 kmpl,1194 CC,94.68 bhp,5.0,8.24 Lakh,7.34
Maruti Baleno Alpha 1.2,Delhi,2016,17000,Petrol,0,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,6.9
Honda Jazz V,Mumbai,2016,31378,Petrol,0,First,18.2 kmpl,1199 CC,88.7 bhp,5.0,8.71 Lakh,5.9
Hyundai Verna 1.6 CRDi EX AT,Pune,2013,114000,Diesel,1,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,,6.75
Honda Amaze VX i-DTEC,Ahmedabad,2014,81000,Diesel,0,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.1
Audi Q3 30 TDI Premium FWD,Mumbai,2017,31000,Diesel,1,First,18.51 kmpl,1968 CC,147.51 bhp,5.0,44.75 Lakh,27.0
